MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:2449119,A2m,alpha-2-macroglobulin,6,,"negative regulation of complement activation, lectin pathway",,,ISO,P01023 ,J:164563 
MGI:107771,Abr,active BCR-related gene,11,,negative regulation of inflammatory response,,,IMP,MGI:2388713 ,J:153997 
MGI:87874,Ace,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1,11,,positive regulation of inflammatory response,,,ISO,RGD:2493 ,J:155856 
MGI:1097689,Ackr1,atypical chemokine receptor 1 (Duffy blood group),1,,inflammatory response,,,IMP,MGI:1888977 ,J:64222 
MGI:1891697,Ackr2,atypical chemokine receptor 2,9,,inflammatory response,,,IEA,KW-0395 ,J:60000 
MGI:1891697,Ackr2,atypical chemokine receptor 2,9,,inflammatory response,,,IEA,IPR033037 ,J:72247 
MGI:103206,Acod1,aconitate decarboxylase 1,14,,inflammatory response,,,IEA,KW-0395 ,J:60000 
MGI:103206,Acod1,aconitate decarboxylase 1,14,,negative regulation of inflammatory response,,,IDA,,J:196955 
MGI:87883,Acp5,"acid phosphatase 5, tartrate resistant",9,,negative regulation of inflammatory response,regulates a function/process that has the participant peritoneal macrophage,,IMP,MGI:2180086 ,J:67213 
MGI:87916,Ada,adenosine deaminase,2,,negative regulation of inflammatory response,regulates a function/process that has the participant lung,,IGI,MGI:104847 ,J:91943 
MGI:87916,Ada,adenosine deaminase,2,,negative regulation of inflammatory response,regulates a function/process that has the participant lung,,IGI,MGI:99402 ,J:128038 
MGI:87916,Ada,adenosine deaminase,2,,negative regulation of inflammatory response,regulates a function/process that has the participant lung,,IGI,MGI:99401 ,J:95142 
MGI:87916,Ada,adenosine deaminase,2,,negative regulation of inflammatory response,regulates a function/process that has the participant lung,,IMP,MGI:1857117 MGI:2683027 ,J:63493 J:91943 J:95142 J:128038 
MGI:87916,Ada,adenosine deaminase,2,,negative regulation of inflammatory response,regulates a function/process that has the participant lung,,IMP,MGI:1857117 MGI:2681791 ,J:72057 
MGI:107825,Adam8,a disintegrin and metallopeptidase domain 8,7,,inflammatory response,,,ISO,P78325 ,J:164563 
MGI:107825,Adam8,a disintegrin and metallopeptidase domain 8,7,,leukocyte migration involved in inflammatory response,,,IMP,,J:172944 
MGI:107825,Adam8,a disintegrin and metallopeptidase domain 8,7,,positive regulation of acute inflammatory response,,,IMP,,J:173132 
MGI:107825,Adam8,a disintegrin and metallopeptidase domain 8,7,,positive regulation of inflammatory response,,,IDA,,J:172958 
MGI:1096335,Adam17,a disintegrin and metallopeptidase domain 17,12,,production of molecular mediator involved in inflammatory response,,,IDA,,J:219083 
MGI:2146046,Adamts12,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12",15,,regulation of inflammatory response,,,ISO,P58397 ,J:164563 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,negative regulation of acute inflammatory response to antigenic stimulus,,,ISO,RGD:2037 ,J:155856 
MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,17,,negative regulation of acute inflammatory response to non-antigenic stimulus,,,ISO,RGD:2037 ,J:155856 
MGI:106675,Adipoq,"adiponectin, C1Q and collagen domain containing",16,,negative regulation of inflammatory response,,,IDA,,J:142895 
MGI:99401,Adora1,adenosine A1 receptor,1,,negative regulation of acute inflammatory response,,,ISO,RGD:2048 ,J:155856 
MGI:99401,Adora1,adenosine A1 receptor,1,,negative regulation of inflammatory response,regulates a function/process that has the participant lung,,IGI,MGI:87916 ,J:95142 
MGI:99402,Adora2a,adenosine A2a receptor,10,,negative regulation of inflammatory response,regulates a function/process that has the participant lung,,IGI,MGI:87916 ,J:128038 
MGI:99403,Adora2b,adenosine A2b receptor,11,,positive regulation of chronic inflammatory response to non-antigenic stimulus,regulates a function/process that has the participant lung,,IMP,,J:113120 
MGI:104847,Adora3,adenosine A3 receptor,3,,histamine secretion by mast cell,happens in mast cell,,IDA,,J:84007 
MGI:104847,Adora3,adenosine A3 receptor,3,,histamine secretion by mast cell,happens in mast cell,,IMP,MGI:2155986 ,J:84007 
MGI:104847,Adora3,adenosine A3 receptor,3,,positive regulation of inflammatory response,regulates a function/process that has the participant lung,,IGI,MGI:87916 ,J:91943 
MGI:104847,Adora3,adenosine A3 receptor,3,,positive regulation of inflammatory response,regulates a function/process that has the participant lung,,IMP,MGI:2155986 ,J:91943 
MGI:87934,Adra2a,"adrenergic receptor, alpha 2a",19,,acute inflammatory response,,,ISO,RGD:2056 ,J:155856 
MGI:87938,Adrb2,"adrenergic receptor, beta 2",18,,negative regulation of inflammatory response,,,ISO,RGD:2060 ,J:155856 
MGI:2147658,Afap1l2,actin filament associated protein 1-like 2,19,,inflammatory response,,,ISO,Q8N4X5 ,J:164563 
MGI:893592,Ager,advanced glycosylation end product-specific receptor,17,,inflammatory response,,,IGI,MGI:104798 MGI:2687194 ,J:168000 
MGI:893592,Ager,advanced glycosylation end product-specific receptor,17,,negative regulation of connective tissue replacement involved in inflammatory response wound healing,happens in lung,PR:Q62151,IMP,MGI:2451038 ,J:131859 
MGI:893592,Ager,advanced glycosylation end product-specific receptor,17,,positive regulation of inflammatory response,,,ISO,RGD:69258 ,J:155856 
MGI:893592,Ager,advanced glycosylation end product-specific receptor,17,,regulation of inflammatory response,,,IDA,,J:55874 
MGI:87963,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",8,,regulation of inflammatory response,regulates a function/process that has the participant metanephros,,IDA,,J:148250 
MGI:87963,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",8,,regulation of inflammatory response,,,IGI,MGI:98259 ,J:148250 
MGI:87964,Agtr1a,"angiotensin II receptor, type 1a",13,,inflammatory response,has the participant metanephros,,IGI,MGI:2157020 MGI:2178475 ,J:148250 
