p_val,avg_logFC,pct.1,pct.2,cluster,gene,,celltyppe
6.05E-25,0.399613655,0.505,0.322,5,Rps27l,,
1.23E-13,0.399257481,0.225,0.134,5,Pnp,,
3.75E-24,0.399210141,0.385,0.224,5,Pomp,,
3.03E-35,0.398434486,0.618,0.387,5,mt-Nd1,,
3.62E-24,0.396213663,0.499,0.326,5,Tubb5,,
1.31E-31,0.393987479,0.662,0.464,5,Tpt1,,
2.13E-11,0.392718075,0.16,0.09,5,Gm42418,,
4.28E-34,0.392155138,0.639,0.402,5,Rps3a1,,
2.58E-30,0.391487544,0.747,0.556,5,Clic1,,
1.46E-19,0.391420237,0.357,0.216,5,Ethe1,,
1.85E-24,0.389661522,0.278,0.14,5,Prkcd,,
1.41E-29,0.38828397,0.581,0.367,5,Rps17,,
9.63E-18,0.387653794,0.331,0.204,5,Zfp706,,
3.85E-11,0.387040277,0.168,0.097,5,Hat1,,
9.21E-24,0.385031146,0.564,0.386,5,Sec61b,,
6.48E-19,0.383729398,0.377,0.236,5,Birc5,,
1.11E-33,0.381609703,0.621,0.386,5,Rpl11,,
2.55E-19,0.381156146,0.338,0.204,5,Srsf7,,
9.46E-22,0.380551889,0.488,0.324,5,Rps10,,
2.97E-26,0.37963799,0.46,0.284,5,Ctsb,,
2.86E-11,0.379229746,0.195,0.118,5,Dnajc19,,
2.45E-22,0.377277107,0.387,0.231,5,Arhgdia,,
1.65E-21,0.375740267,0.491,0.328,5,Atp5c1,,
2.81E-26,0.374836704,0.439,0.254,5,Npm1,,
2.38E-11,0.37476565,0.228,0.142,5,Ccna2,,
2.80E-28,0.37469469,0.538,0.332,5,Rps8,,
2.45E-13,0.373801429,0.277,0.174,5,Hn1,,
2.35E-26,0.373614513,0.485,0.295,5,Rps12,,
6.32E-18,0.37280724,0.35,0.216,5,Rac1,,
2.23E-14,0.372646006,0.268,0.164,5,Anp32e,,
4.82E-29,0.37072247,0.395,0.211,5,Capg,,
5.63E-17,0.370142642,0.308,0.185,5,Cdk4,,
1.03E-31,0.370076793,0.697,0.474,5,Rpl19,,
1.86E-16,0.36924845,0.301,0.183,5,Ndufb5,,
1.36E-21,0.368882517,0.505,0.337,5,Pabpc1,,
1.41E-28,0.368265977,0.608,0.403,5,mt-Cytb,,
1.81E-18,0.366300611,0.26,0.143,5,Tmem167,,
6.77E-19,0.364458466,0.404,0.259,5,Arl6ip1,,
6.97E-21,0.363063497,0.468,0.303,5,Rpl21,,
5.65E-28,0.362709702,0.639,0.426,5,Rps18,,
4.43E-18,0.361707437,0.28,0.159,5,Mbnl1,,
3.26E-09,0.361488471,0.185,0.117,5,Mrpl36,,
2.90E-24,0.360596328,0.382,0.215,5,Gstm1,,
1.78E-14,0.35974735,0.206,0.114,5,Atp1b3,,
1.21E-21,0.359410885,0.193,0.087,5,Tpd52,,
1.68E-11,0.358067186,0.179,0.103,5,Ndufa9,,
8.48E-25,0.357439622,0.551,0.364,5,Rpl27a,,
8.61E-12,0.356478498,0.186,0.108,5,Mtch2,,
4.80E-26,0.355705687,0.681,0.497,5,Rps25,,
1.11E-22,0.35490178,0.531,0.352,5,Cox7b,,
4.15E-23,0.354274101,0.543,0.364,5,Rps4x,,
4.10E-18,0.353932977,0.437,0.286,5,Rpl23,,
1.06E-13,0.353408129,0.209,0.119,5,Slirp,,
2.76E-28,0.352423056,0.607,0.392,5,Rpl15,,
2.57E-18,0.351873769,0.378,0.238,5,Psmb1,,
1.18E-14,0.350856453,0.215,0.121,5,Psmd8,,
2.40E-24,0.349785954,0.538,0.352,5,Rps6,,
6.90E-12,0.349515143,0.216,0.132,5,Mcm5,,
1.44E-21,0.349384704,0.398,0.24,5,Serinc3,,
1.41E-27,0.348948887,0.454,0.265,5,Tyrobp,,
2.37E-25,0.348727982,0.577,0.396,5,B2m,,
7.76E-13,0.348354604,0.198,0.113,5,Cwc15,,
5.31E-11,0.346633381,0.208,0.128,5,Fkbp2,,
5.50E-11,0.346601804,0.174,0.101,5,Asf1b,,
6.21E-16,0.345528296,0.27,0.159,5,Rab14,,
2.64E-12,0.344512954,0.235,0.144,5,Pdia6,,
1.34E-13,0.342812416,0.257,0.158,5,Naa38,,
3.44E-34,0.342584907,0.675,0.431,5,Rpl41,,
1.41E-14,0.342492173,0.216,0.121,5,Dctpp1,,
8.85E-12,0.341764239,0.151,0.081,5,Plin2,,
1.37E-11,0.341159951,0.199,0.118,5,Cenpx,,
9.75E-18,0.340782257,0.177,0.084,5,Ap1s2,,
9.43E-13,0.340341071,0.186,0.104,5,Sdhc,,
3.62E-11,0.338912491,0.166,0.094,5,Tceal9,,
6.33E-12,0.33884443,0.181,0.103,5,Commd4,,
4.07E-13,0.338843976,0.229,0.137,5,Mrpl42,,
1.73E-13,0.337247943,0.254,0.155,5,Rpn2,,
2.12E-19,0.334272234,0.516,0.355,5,Eef2,,
2.36E-15,0.333227255,0.382,0.256,5,Eif3f,,
1.69E-29,0.332580367,0.805,0.615,5,Arpc2,,
2.99E-09,0.332120635,0.178,0.11,5,Samm50,,
8.53E-24,0.331184139,0.612,0.426,5,Rpl35a,,
2.11E-15,0.329632803,0.552,0.411,5,Lyz2,,
1.71E-14,0.32944686,0.401,0.276,5,Ndufb8,,
4.47E-10,0.329312375,0.179,0.108,5,Snrpb2,,
9.67E-23,0.329156697,0.33,0.179,5,Sell,,
6.21E-11,0.328879402,0.288,0.194,5,Atp5g3,,
8.98E-22,0.328835242,0.557,0.381,5,Rpl10a,,
4.00E-12,0.328591244,0.246,0.152,5,Scand1,,
6.29E-10,0.328501803,0.156,0.09,5,Idh2,,
1.97E-10,0.328097117,0.235,0.153,5,Spc24,,
8.56E-27,0.326964185,0.67,0.472,5,Rpl23a,,
3.61E-10,0.325933775,0.194,0.119,5,Nusap1,,
2.97E-13,0.323812494,0.378,0.26,5,Btf3,,
2.97E-22,0.322254008,0.622,0.439,5,Cox8a,,
1.40E-23,0.32193722,0.588,0.388,5,Rpl36a,,
4.77E-21,0.319968394,0.608,0.433,5,Rps27a,,
1.26E-12,0.319193796,0.319,0.214,5,Ranbp1,,
2.03E-15,0.316817697,0.544,0.403,5,Ubb,,
8.32E-10,0.314872106,0.291,0.203,5,Ndufb11,,
1.96E-25,0.314595262,0.543,0.34,5,Anxa2,,
1.07E-09,0.314200648,0.225,0.145,5,Mtdh,,
1.90E-10,0.314013765,0.185,0.11,5,Ube2a,,
4.92E-23,0.313964139,0.627,0.436,5,Cmtm7,,
2.58E-13,0.313659665,0.158,0.082,5,Oxct1,,
1.26E-13,0.313331164,0.356,0.24,5,Psmb6,,
2.52E-12,0.312882688,0.158,0.084,5,Rnpep,,
1.40E-16,0.311998381,0.29,0.169,5,Dusp1,,
2.37E-16,0.311739163,0.384,0.248,5,Gas5,,
6.52E-14,0.31158965,0.335,0.216,5,P4hb,,
1.78E-11,0.311092084,0.26,0.167,5,Bub3,,
6.74E-07,0.309856053,0.204,0.142,5,Fus,,
7.90E-20,0.309112929,0.593,0.422,5,Atp5b,,
3.74E-11,0.30891249,0.278,0.184,5,Psmb4,,
3.85E-14,0.3084565,0.375,0.251,5,Gm10736,,
5.67E-12,0.307791983,0.235,0.145,5,Snrpf,,
9.42E-10,0.307191641,0.173,0.104,5,Lman2,,
2.63E-15,0.306682827,0.423,0.288,5,Atp5g1,,
5.04E-09,0.306535561,0.165,0.1,5,Mrpl28,,
8.14E-15,0.306440691,0.359,0.235,5,Snrpd1,,
8.21E-14,0.306378067,0.408,0.285,5,Slc25a3,,
2.70E-09,0.305538919,0.16,0.095,5,Rheb,,
3.05E-23,0.304693638,0.724,0.536,5,H2afz,,
1.54E-10,0.304378794,0.204,0.125,5,Sf3b5,,
4.41E-08,0.303882217,0.164,0.103,5,Eif3i,,
1.12E-15,0.303556495,0.44,0.302,5,Atp5o,,
1.53E-10,0.302857752,0.335,0.235,5,Ndufa6,,
1.11E-24,0.302336555,0.605,0.395,5,Rpl14,,
9.64E-14,0.299636824,0.184,0.099,5,Dnajc15,,
1.28E-11,0.298371573,0.249,0.157,5,Anapc11,,
1.34E-12,0.297564594,0.409,0.287,5,Atp5d,,
4.36E-14,0.297404898,0.26,0.155,5,Idh3g,,
7.39E-11,0.296256115,0.173,0.1,5,Spn,,
3.58E-21,0.295651704,0.567,0.388,5,Stmn1,,
1.08E-19,0.295020001,0.658,0.484,5,Cox6b1,,
1.24E-10,0.29465971,0.345,0.244,5,Atox1,,
2.07E-19,0.294262589,0.536,0.362,5,Rpl12,,
6.35E-15,0.293808799,0.443,0.307,5,Rpl29,,
6.11E-14,0.292429955,0.35,0.229,5,Ssr4,,
1.37E-09,0.29164636,0.226,0.147,5,Mrpl30,,
4.03E-14,0.291585389,0.377,0.252,5,Psme1,,
6.65E-10,0.291015429,0.22,0.141,5,Hnrnpu,,
1.65E-08,0.289642044,0.184,0.117,5,Nsmce1,,
1.63E-10,0.289077106,0.299,0.205,5,Uba52,,
1.35E-07,0.288961361,0.214,0.145,5,Sumo3,,
1.17E-07,0.287946732,0.181,0.119,5,Uqcrc2,,
2.20E-08,0.286783853,0.236,0.161,5,Cdca8,,
6.29E-18,0.286299888,0.578,0.412,5,Srsf3,,
1.06E-12,0.286140102,0.382,0.264,5,Anp32b,,
7.62E-19,0.285626241,0.453,0.29,5,Laptm5,,
3.46E-07,0.285006046,0.178,0.118,5,Tbca,,
1.84E-17,0.284789096,0.588,0.427,5,Rpl37a,,
3.15E-21,0.284171172,0.644,0.456,5,Rpl28,,
3.42E-09,0.284090759,0.22,0.143,5,Ccnb2,,
2.42E-08,0.283808511,0.179,0.113,5,Ppib,,
1.31E-16,0.28371141,0.537,0.376,5,mt-Nd2,,
1.65E-09,0.282992557,0.195,0.122,5,Ptbp1,,
1.19E-13,0.281792302,0.427,0.298,5,Serf2,,
7.50E-07,0.281251428,0.165,0.109,5,2700060E02Rik,,
2.12E-09,0.280472005,0.23,0.151,5,Ywhae,,
1.29E-15,0.28036102,0.464,0.321,5,Rpl27,,
1.58E-23,0.279735577,0.768,0.587,5,Arpc1b,,
1.74E-20,0.278810329,0.706,0.535,5,Rps15,,
2.37E-08,0.278353528,0.228,0.154,5,Tra2b,,
1.30E-12,0.278248356,0.365,0.246,5,Ptpn18,,
2.74E-21,0.27738582,0.739,0.557,5,Cox4i1,,
4.29E-10,0.277384748,0.219,0.138,5,Gsto1,,
6.69E-08,0.277175335,0.168,0.107,5,Vdac3,,
1.77E-13,0.277056236,0.454,0.326,5,2010107E04Rik,,
1.04E-10,0.277017917,0.267,0.175,5,Hnrnpab,,
1.70E-21,0.276753514,0.722,0.528,5,Rpl30,,
9.90E-14,0.276469558,0.465,0.333,5,Capzb,,
3.25E-11,0.276306264,0.366,0.258,5,Ran,,
5.47E-11,0.274163867,0.222,0.137,5,Cuta,,
3.02E-08,0.274038367,0.26,0.181,5,Psmb2,,
2.45E-09,0.273501637,0.186,0.115,5,Eif3e,,
1.32E-20,0.27333516,0.66,0.468,5,Rpl35,,
2.30E-07,0.272883486,0.185,0.123,5,Tipin,,
6.01E-09,0.27283237,0.194,0.123,5,Pmf1,,
1.85E-12,0.272146454,0.299,0.195,5,Nop10,,
1.18E-20,0.272121323,0.668,0.483,5,Rpl6,,
1.42E-06,0.27188786,0.167,0.113,5,Ilk,,
4.28E-12,0.271723641,0.337,0.226,5,Raly,,
3.32E-07,0.270437812,0.158,0.101,5,Tmem147,,
3.98E-14,0.270397457,0.446,0.311,5,Snrpg,,
4.40E-09,0.269904641,0.166,0.1,5,Larp7,,
6.08E-19,0.268968046,0.596,0.411,5,Rpl8,,
8.72E-11,0.268796885,0.218,0.134,5,Tmed9,,
1.05E-10,0.268503026,0.291,0.194,5,H2afj,,
2.05E-11,0.268496941,0.331,0.227,5,Eif4a1,,
5.16E-14,0.267921456,0.399,0.269,5,Csf2ra,,
1.00E-10,0.26712678,0.193,0.115,5,2410006H16Rik,,
4.46E-10,0.265893626,0.229,0.147,5,Hsp90b1,,
8.06E-11,0.264417283,0.248,0.159,5,Gm15427,,
1.28E-09,0.264189186,0.237,0.156,5,Fkbp3,,
2.67E-10,0.263699743,0.313,0.216,5,Ndufb6,,
1.66E-06,0.263277456,0.166,0.111,5,Top2a,,
5.26E-17,0.262211011,0.591,0.417,5,Rack1,,
6.61E-16,0.26198943,0.511,0.355,5,Rpl36,,
2.37E-14,0.261318278,0.502,0.357,5,Rpl5,,
2.51E-07,0.261191527,0.218,0.15,5,Hnrnpdl,,
6.33E-17,0.260942732,0.628,0.451,5,Rpl37,,
1.82E-12,0.259521444,0.515,0.387,5,Atp5h,,
1.74E-08,0.258566697,0.221,0.148,5,Trmt112,,
3.93E-08,0.258174369,0.209,0.139,5,Ube2l3,,
6.63E-12,0.25789549,0.353,0.241,5,Brk1,,
1.63E-17,0.257840082,0.64,0.459,5,Rps21,,
1.43E-08,0.257097429,0.212,0.139,5,Rps16-ps2,,
1.49E-11,0.255936757,0.163,0.089,5,Cytip,,
5.01E-08,0.255520947,0.228,0.155,5,Bsg,,
1.47E-10,0.255333631,0.346,0.241,5,Rpl22l1,,
2.75E-06,0.252686033,0.157,0.104,5,Ccnb1,,
1.66E-10,0.25214053,0.423,0.309,5,Cox5b,,
3.31E-06,0.251952551,0.227,0.165,5,Ddx39,,
6.33E-07,0.25171933,0.152,0.098,5,Ndufs2,,
1.68E-12,0.251069523,0.519,0.385,5,Atp5f1,,
9.49E-232,1.25766171,0.868,0.341,6,Ltf,,Neutrophil_Ngp high
6.31E-195,1.136893127,0.867,0.377,6,Lcn2,,
5.14E-71,1.105924596,0.307,0.1,6,St3gal5,,
4.07E-233,1.059725035,0.949,0.421,6,Ngp,,
5.36E-71,1.016673191,0.329,0.11,6,AA467197,,
1.52E-87,0.963930403,0.565,0.252,6,Ifitm6,,
2.07E-188,0.960236225,0.934,0.418,6,Camp,,
4.21E-129,0.941884314,0.784,0.391,6,Lyz2,,
6.74E-31,0.890716678,0.163,0.058,6,Zmpste24,,
6.67E-154,0.88508668,0.845,0.359,6,Chil3,,
1.56E-112,0.880603471,0.773,0.412,6,Wfdc21,,
2.55E-27,0.85037409,0.188,0.077,6,Orm1,,
1.08E-102,0.768424383,0.818,0.507,6,Anxa1,,
1.77E-86,0.766761189,0.76,0.463,6,Cybb,,
1.66E-41,0.744681881,0.315,0.135,6,Plbd1,,
1.42E-107,0.738731975,0.845,0.442,6,S100a8,,
7.72E-24,0.730840267,0.216,0.102,6,Ffar2,,
5.51E-34,0.704714994,0.419,0.247,6,Ltb4r1,,
1.85E-58,0.699503122,0.697,0.458,6,I830127L07Rik,,
7.53E-29,0.687459874,0.251,0.115,6,Itgb2l,,
1.16E-41,0.681644883,0.48,0.265,6,Chil1,,
3.85E-102,0.681135385,0.882,0.475,6,S100a9,,
2.55E-39,0.650278407,0.466,0.262,6,Ly6g,,
1.67E-23,0.641008746,0.281,0.149,6,Itgam,,
2.49E-49,0.640772112,0.613,0.38,6,Cd177,,
1.65E-12,0.613380879,0.177,0.1,6,Rogdi,,
2.43E-25,0.605597467,0.397,0.248,6,Cebpe,,
9.93E-23,0.596123439,0.292,0.158,6,Adpgk,,
1.35E-15,0.555479602,0.177,0.09,6,Fpr2,,
3.74E-11,0.544744144,0.199,0.122,6,Agpat2,,
7.22E-22,0.538516817,0.422,0.282,6,Arrb2,,
4.02E-44,0.527432763,0.741,0.56,6,Prdx5,,
1.06E-11,0.526918801,0.219,0.135,6,Gsn,,
8.02E-11,0.516801084,0.159,0.09,6,Cpne3,,
6.75E-09,0.512452553,0.217,0.147,6,Mgst2,,
3.36E-28,0.502623338,0.616,0.476,6,Aldh2,,
3.71E-35,0.491669999,0.671,0.484,6,Pglyrp1,,
4.32E-10,0.480901279,0.268,0.188,6,Scp2,,
1.54E-17,0.471528125,0.419,0.299,6,Lta4h,,
7.81E-14,0.470327236,0.26,0.16,6,Rflnb,,
1.18E-11,0.469635748,0.322,0.228,6,Clec4a2,,
5.52E-10,0.46701777,0.246,0.165,6,Trem3,,
9.17E-11,0.456739419,0.316,0.228,6,Mettl9,,
1.39E-08,0.45218413,0.249,0.174,6,C3,,
1.73E-10,0.434041584,0.211,0.131,6,Pirb,,
7.43E-24,0.431367431,0.617,0.463,6,Serpinb1a,,
1.11E-29,0.430398306,0.719,0.578,6,Cyba,,
1.20E-10,0.427926388,0.303,0.215,6,Degs1,,
7.06E-08,0.425495877,0.21,0.143,6,Glrx,,
1.21E-15,0.422323534,0.404,0.283,6,Ncf1,,
1.24E-09,0.418739207,0.31,0.228,6,G6pdx,,
2.27E-09,0.412184092,0.357,0.269,6,Vasp,,
1.41E-05,0.409884462,0.161,0.112,6,Flot1,,
2.26E-10,0.407380222,0.249,0.163,6,Dhrs7,,
7.63E-11,0.404371191,0.374,0.28,6,Ncf4,,
1.24E-08,0.39861883,0.263,0.185,6,Cd9,,
1.13E-06,0.398358693,0.173,0.117,6,Dgat1,,
3.79E-09,0.378160945,0.242,0.164,6,Ckap4,,
2.25E-07,0.3772817,0.305,0.234,6,Itgb2,,
5.25E-23,0.375357367,0.697,0.592,6,Arhgdib,,
0.000266402,0.370180386,0.199,0.157,6,Dstn,,
6.51E-18,0.369863717,0.497,0.358,6,Lrg1,,
0.000341423,0.354618548,0.243,0.2,6,Anxa3,,
3.49E-13,0.352160238,0.456,0.337,6,Mcemp1,,
4.75E-20,0.347165748,0.694,0.595,6,Hp,,
1.18E-05,0.333528174,0.173,0.121,6,Mrgpra2b,,
4.73E-07,0.331299232,0.46,0.411,6,Tecr,,
1.70E-08,0.324869518,0.198,0.126,6,Pilra,,
3.08E-14,0.323862302,0.605,0.508,6,Alox5ap,,
0.000997857,0.32342333,0.152,0.116,6,Cyb5r4,,
0.003516988,0.319024605,0.173,0.14,6,Hcst,,
1.15E-06,0.315737673,0.457,0.408,6,Ldha,,
3.59E-05,0.310859408,0.44,0.409,6,Tkt,,
8.54E-05,0.295551682,0.279,0.227,6,Vsir,,
2.60E-24,0.29532633,0.822,0.704,6,Fcer1g,,
0.009618165,0.292506814,0.159,0.13,6,Wdr1,,
3.78E-05,0.291862108,0.41,0.365,6,Cnn2,,
3.76E-05,0.291448728,0.301,0.245,6,Flna,,
0.00280464,0.289865504,0.208,0.171,6,Pnkp,,
3.96E-08,0.289862646,0.581,0.555,6,Pfn1,,
0.002027954,0.274383331,0.264,0.225,6,Capg,,
9.02E-12,0.265272588,0.591,0.508,6,Cotl1,,
0.001490618,0.263779607,0.182,0.143,6,Slfn2,,
0.000161329,0.263121011,0.31,0.258,6,Pygl,,
0.004507176,0.252504227,0.184,0.149,6,Lasp1,,
0.002111373,0.25222754,0.219,0.181,6,Gpsm3,,
0,2.544500891,0.839,0.078,7,Vpreb3,,Pre-pro B cell
0,2.237355867,0.733,0.086,7,Chchd10,,
0,2.10308394,0.399,0.021,7,Igll1,,
0,1.934537491,0.407,0.018,7,Ebf1,,
0,1.833097808,0.35,0.017,7,Myl4,,
0,1.827510281,0.778,0.103,7,Ighm,,
8.81E-296,1.777355879,0.299,0.015,7,Vpreb1,,
0,1.760071824,0.643,0.092,7,Cd79a,,
0,1.690432557,0.388,0.027,7,Mzb1,,
2.80E-266,1.623401476,0.677,0.134,7,Ptprcap,,
2.41E-207,1.616716942,0.369,0.044,7,Pafah1b3,,
1.11E-243,1.526547266,0.304,0.022,7,Blnk,,
1.14E-186,1.505328457,0.295,0.03,7,Fcrla,,
7.06E-221,1.476913064,0.598,0.117,7,Cd79b,,
5.44E-127,1.470575771,0.336,0.062,7,Cnp,,
2.10E-165,1.416641209,0.766,0.311,7,Ptma,,
2.61E-140,1.412075087,0.367,0.067,7,Smarca4,,
1.07E-210,1.383970684,0.274,0.021,7,Pou2af1,,
3.97E-148,1.372019744,0.292,0.039,7,Tifa,,
4.99E-154,1.36656623,0.269,0.03,7,Spib,,
8.43E-152,1.339483289,0.418,0.08,7,Lrmp,,
5.79E-183,1.316541389,0.245,0.019,7,Cd19,,
3.29E-122,1.286755942,0.24,0.031,7,Atp1b1,,
2.20E-136,1.277289998,0.26,0.033,7,Arl5c,,
6.31E-157,1.264592912,0.201,0.015,7,Cd72,,
1.14E-118,1.260630081,0.579,0.197,7,Lgals9,,
8.60E-108,1.227378265,0.619,0.246,7,Hmgb1,,
2.46E-61,1.198504941,0.271,0.074,7,Dnajc7,,
3.53E-175,1.195334397,0.185,0.01,7,Rsph1,,
9.89E-83,1.19171988,0.302,0.073,7,Slc1a5,,
9.96E-90,1.177857486,0.563,0.225,7,H2afv,,
2.61E-98,1.14805931,0.437,0.128,7,Elof1,,
1.17E-89,1.147456342,0.589,0.25,7,Pclaf,,
2.01E-75,1.139316027,0.283,0.069,7,Pkig,,
5.04E-99,1.120201077,0.219,0.032,7,Tcf3,,
4.65E-93,1.109055286,0.362,0.092,7,Arpc5l,,
4.48E-68,1.048637233,0.264,0.065,7,Ptp4a3,,
2.57E-79,1.037053545,0.449,0.155,7,Anp32e,,
3.67E-65,1.033936181,0.178,0.033,7,Xrcc6,,
1.46E-85,1.024846683,0.171,0.023,7,Prep,,
9.17E-82,1.015277903,0.516,0.196,7,Zfp706,,
6.84E-60,1.009195158,0.274,0.077,7,Ezh2,,
1.18E-51,0.953169729,0.201,0.049,7,Tspan13,,
1.70E-65,0.948340025,0.315,0.091,7,Hmgn1,,
3.12E-91,0.924754492,0.818,0.517,7,Cd24a,,
1.44E-73,0.918168991,0.647,0.322,7,Tubb5,,
2.53E-91,0.915191,0.822,0.513,7,Ucp2,,
7.22E-48,0.912529939,0.194,0.048,7,Dusp2,,
1.43E-53,0.909539756,0.276,0.083,7,Siglecg,,
1.95E-32,0.904232458,0.302,0.133,7,H2afx,,
1.12E-59,0.903927531,0.206,0.045,7,Plekha2,,
1.80E-51,0.894981594,0.273,0.083,7,Herpud1,,
7.58E-47,0.87159064,0.201,0.052,7,Hes6,,
8.54E-74,0.867564886,0.703,0.385,7,Stmn1,,
3.62E-49,0.853486023,0.199,0.05,7,Snx2,,
5.32E-85,0.835035835,0.568,0.209,7,Crip1,,
3.61E-68,0.833573847,0.717,0.416,7,Tuba1b,,
1.99E-59,0.832541446,0.551,0.258,7,Pgls,,
8.73E-30,0.830055155,0.18,0.06,7,Kif22,,
3.27E-43,0.826798847,0.344,0.137,7,Ccna2,,
3.00E-38,0.800969528,0.22,0.07,7,Klhl6,,
4.11E-37,0.795252803,0.323,0.136,7,Dnajc9,,
2.08E-60,0.792984461,0.629,0.328,7,Rps27,,
5.69E-34,0.789036484,0.24,0.087,7,Lockd,,
3.74E-33,0.78028325,0.222,0.078,7,Cbx1,,
9.84E-29,0.779149779,0.21,0.076,7,Ly6d,,
2.36E-35,0.774719763,0.152,0.04,7,Hmga1,,
1.92E-26,0.773609903,0.248,0.108,7,Top2a,,
8.59E-36,0.75743065,0.168,0.047,7,Ncapd2,,
2.13E-31,0.75427617,0.219,0.078,7,Apobec3,,
6.52E-28,0.752268442,0.267,0.116,7,Nusap1,,
8.03E-34,0.751901226,0.32,0.139,7,Ccnb2,,
3.72E-25,0.744303108,0.157,0.052,7,Foxp1,,
2.44E-30,0.735670045,0.376,0.19,7,Dek,,
1.83E-44,0.723544849,0.551,0.293,7,Rps16,,
1.66E-28,0.719198339,0.25,0.103,7,Snu13,,
2.46E-36,0.715674408,0.185,0.054,7,Cenpm,,
2.01E-27,0.71094293,0.264,0.114,7,Atp1b3,,
2.79E-28,0.709337874,0.399,0.213,7,Mif,,
1.09E-35,0.70709636,0.43,0.217,7,Selenoh,,
5.73E-36,0.706821644,0.467,0.241,7,Serinc3,,
1.11E-40,0.70355092,0.421,0.191,7,H2afy,,
6.07E-45,0.702192321,0.694,0.433,7,Ppia,,
2.95E-28,0.702042694,0.311,0.146,7,Cks1b,,
2.36E-25,0.697176704,0.304,0.148,7,Cenpa,,
5.31E-42,0.68618275,0.638,0.394,7,mt-Nd1,,
2.05E-53,0.670151659,0.705,0.405,7,Rps3a1,,
1.26E-36,0.669759579,0.476,0.254,7,Ran,,
2.85E-28,0.668464904,0.315,0.146,7,Pcna,,
1.30E-44,0.66316096,0.68,0.439,7,Rpl41,,
4.57E-30,0.65967675,0.526,0.317,7,Calm2,,
1.99E-20,0.65725362,0.219,0.099,7,Larp7,,
3.91E-26,0.655629309,0.287,0.131,7,Rrm2,,
2.11E-38,0.649057449,0.234,0.075,7,Tpm4,,
3.44E-47,0.648179178,0.687,0.404,7,mt-Cytb,,
2.29E-22,0.647825591,0.364,0.199,7,Ube2c,,
1.20E-15,0.643585324,0.206,0.103,7,Ccnb1,,
2.37E-25,0.641129445,0.212,0.083,7,Fkbp1a,,
4.82E-23,0.64082584,0.372,0.206,7,Srsf7,,
7.69E-29,0.638541426,0.414,0.223,7,Snrpe,,
3.95E-22,0.632625408,0.156,0.056,7,Rfc3,,
4.85E-25,0.627539177,0.185,0.067,7,Pold4,,
1.04E-18,0.627112413,0.302,0.167,7,Bub3,,
2.25E-34,0.625801251,0.608,0.383,7,Ccnd3,,
8.93E-25,0.623404365,0.558,0.37,7,H3f3a,,
1.46E-17,0.619556612,0.164,0.069,7,Cdc20,,
3.09E-23,0.613146956,0.227,0.097,7,Nasp,,
1.85E-22,0.61273415,0.215,0.091,7,Ivns1abp,,
3.94E-22,0.611985583,0.283,0.139,7,Hnrnpu,,
8.10E-30,0.61105929,0.521,0.311,7,Rps20,,
2.19E-23,0.60952634,0.252,0.112,7,Selenow,,
7.52E-44,0.609373965,0.68,0.404,7,Rps26,,
9.10E-24,0.608297466,0.259,0.117,7,Erh,,
1.26E-20,0.607285858,0.205,0.088,7,Hnrnpa3,,
4.25E-27,0.606827572,0.351,0.175,7,Dut,,
1.49E-21,0.598747894,0.255,0.12,7,Tipin,,
4.05E-19,0.598073183,0.528,0.368,7,Hmgb2,,
2.79E-23,0.596911829,0.318,0.161,7,Ddx39,,
1.00E-24,0.593778715,0.442,0.263,7,Hnrnpa2b1,,
4.52E-21,0.5937296,0.198,0.082,7,Pbk,,
6.09E-28,0.593422225,0.526,0.321,7,Rps13,,
2.36E-20,0.590235983,0.252,0.12,7,Vbp1,,
1.09E-21,0.589271593,0.343,0.187,7,Cdk4,,
2.15E-17,0.588087928,0.288,0.159,7,Gm15427,,
1.88E-18,0.586974286,0.229,0.11,7,Rrm1,,
2.68E-23,0.58672023,0.409,0.235,7,Snrpd1,,
2.37E-46,0.586678853,0.755,0.459,7,Tmsb10,,
6.11E-23,0.584745365,0.435,0.261,7,Npm1,,
1.17E-12,0.582100426,0.184,0.094,7,Ptgr1,,
3.82E-22,0.580793102,0.313,0.159,7,Nol7,,
5.66E-19,0.579536206,0.253,0.125,7,Cdca3,,
6.37E-37,0.578990814,0.65,0.413,7,Srsf3,,
2.35E-19,0.57703061,0.243,0.117,7,Gtf2a2,,
4.14E-19,0.576984349,0.29,0.152,7,Tra2b,,
6.05E-37,0.576124958,0.677,0.435,7,Rpl39,,
1.31E-22,0.573643333,0.171,0.063,7,Prdx4,,
2.71E-28,0.572240489,0.516,0.305,7,Rpl21,,
2.04E-20,0.572232634,0.399,0.24,7,Birc5,,
1.17E-20,0.570943959,0.234,0.107,7,Ywhaq,,
5.76E-19,0.565635902,0.339,0.191,7,Mdh1,,
1.15E-14,0.563355196,0.17,0.078,7,Prpf19,,
1.03E-34,0.562545051,0.629,0.392,7,Rps19,,
2.66E-16,0.561157811,0.177,0.08,7,Hnrnph1,,
7.77E-21,0.560583497,0.206,0.088,7,Rnf7,,
6.01E-18,0.555889706,0.21,0.097,7,Racgap1,,
1.69E-22,0.554119349,0.493,0.305,7,Slc25a5,,
8.06E-17,0.553065585,0.187,0.085,7,Rfc4,,
1.92E-17,0.552788988,0.311,0.175,7,Hnrnpab,,
6.68E-14,0.550454478,0.243,0.133,7,Sf3b1,,
